1   0.1003
2   0.0998

4   0.0942
5   0.1

7   0.0997
8   0.1

10   0.1007
11   0.1

13   0.1055
14   0.1001

16  0.1009
17  0.1001

19  0.101
20  0.1

22  0.0997
23  0.1001

25  0.0959
26  0.0999

28  0.1021
29  0.1
